nombre,departamento,municipio,tipo,anio,fecha,calidad,fuente,dataset_id,fecha_extraccion
"Escuela De Musica La Clave (Emlc)","Boyaca","Almeida","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Danza Y Expresiones Artisticas De Arcabuco","Boyaca","Arcabuco","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Del Municipio De Belen Pedro Pascasio Martinez.","Boyaca","Belen","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Boaza","Boyaca","Busbanza","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Gabriel Amado Rodriguez","Boyaca","Chiquiza","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Santa Maria De Leyva (Emsml)","Boyaca","Villa De Leyva","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipal De Musica Sachica (Emms)","Boyaca","Sachica","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Creartesantana - Centro De Formacion Artistico Y Cultural De Santana - Boyaca","Boyaca","Santana","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Luis Alfredo Orozco Garavito (Laog)","Boyaca","Sativasur","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Cacique Juan Fuerte De Tinjaca","Boyaca","Tinjaca","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Banda Sinfonica Estudiantil De La Institucion Educativa De Occidente - Anserma Caldas","Caldas","Anserma","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Municipal De Musica - Pensilvania","Caldas","Pensilvania","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Artistica En El Area De Musica Municipio De La Montanita","Caqueta","La Montanita","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De San Vicente Del Caguan","Caqueta","San Vicente Del Caguan","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Del Municipiuo De Agustin Codazzi","Cesar","Agustin Codazzi","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Bellas Artes San Juan De Sahagun (Ebas)","Cordoba","Sahagun","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Academia Integral De Arte Danza Y Musica (Danzamus)","Cordoba","Sahagun","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Aires Del Macizo Colombiano","Huila","San Agustin","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Academia De Musica Armonia","La Guajira","Maicao","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Artistica Y Cultural Roberto Solano Sanclemente (Efac - Rss)","La Guajira","Maicao","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical","Magdalena","San Sebastian De Buenavista","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"El Cubarro","Meta","Cubarral","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Artistica Los Criollos De La Herradura","Meta","Puerto Concordia","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical Cucutilla, Juan De La Fuente (Emjf)","Norte De Santander","Cucutilla","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Banda 16 De Julio","Norte De Santander","El Carmen","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica (Graciano Eliseo Ascencio Rolon - Casa De La Cultura (Tibu)","Norte De Santander","Tibu","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Corporacion Para La Formacion Artistica Y Cutural De Balboa - Escuela De Musica De Balboa (Cofaba","Risaralda","Balboa","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Banda Escuela De Musica De Quinchia","Risaralda","Quinchia","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Banda Escuela Unidos Por La Musica (B.E.U.M)","Risaralda","Santa Rosa De Cabal","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Fundacion Cultural La Cuerda","Santander","Bucaramanga","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Ema (Escuela Municipal De Artes Y Oficios De Bucaramanga)","Santander","Bucaramanga","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Fundacion Filarmonica De Santander (Ofs)","Santander","Bucaramanga","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Triquinuela","Santander","Bucaramanga","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipal De Musica De Coromoro","Santander","Coromoro","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Sendero Musical De Hato, Santander","Santander","Hato","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Fundacion Fundimur","Sucre","Sincelejo","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical De Covenas Sucre (Efmc)","Sucre","Covenas","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Los Cuindes Del Eden","Tolima","Cunday","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Villahermosa","Tolima","Villahermosa","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Municipal De Guacari","Valle Del Cauca","Guacari","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Andes (Ema)","Antioquia","Andes","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Corporacion Escuela De Formacion Musical Banda Sinfonica Santo Domingo Savio","Antioquia","La Ceja","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musicas Corales","Antioquia","La Ceja","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Toledo","Antioquia","Toledo","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Municipal De Turbo (Emmt)","Antioquia","Turbo","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Valdivia (Valdivia)","Antioquia","Valdivia","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Banda Escuela Ritmica Pre Infantil Centro De Educacion Jean Piaget","Atlantico","Palmar De Varela","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Fundacion Cultural Y Artistica Semilla De Paz","Atlantico","Palmar De Varela","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Barranco De Loba","Bolivar","Barranco De Loba","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica ""Cueva Y Luna""","Boyaca","Covarachia","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Sixta Tulia Vega Gomez (Estvg)","Boyaca","El Espino","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipio De Pauna","Boyaca","Pauna","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Cacique Itoco","Boyaca","Quipama","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Municipal De San Eduardo","Boyaca","San Eduardo","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Santa Maria","Boyaca","Santa Maria","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Banda Sinfonica Infantil Campesina Del Municipio De Tota","Boyaca","Tota","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipal De Musica Adolfo Vidal Orozco De Silvia Cauca (Emavo)","Cauca","Silvia","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Artistica Y Cultural De Chia (Efac)","Cundinamarca","Chia","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Del Municipio De Funza","Cundinamarca","Funza","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Banda Escuela Musical De Subachoque (Bems)","Cundinamarca","Subachoque","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipal De Musica De Suesca","Cundinamarca","Suesca","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Cuerdas Pulsadas De Tibacuy","Cundinamarca","Tibacuy","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipal De Nueva Granada","Magdalena","Nueva Granada","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical Santa Cecilia","Narino","Alban","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Banda Escuela Guardia De Honor","Narino","Pupiales","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De La Esperanza","Norte De Santander","La Esperanza","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipal De Musica Compartytura","Risaralda","Mistrato","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Musica Bajo El Palmar (Mbp)","Santander","Palmar","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Francisco Benavides Caro","Santander","Velez","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Corporacion Cultural San Gabriel","Tolima","Cajamarca","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Municipal De Cajamarca","Tolima","Cajamarca","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Y Taller Musical Buzzi","Valle Del Cauca","Santiago De Cali","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Soliluna Fundacion Para La Cultura (Solilunafc)","Valle Del Cauca","Santiago De Cali","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Academia Y Tienda Musical La Clave","Valle Del Cauca","Santiago De Cali","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Iberoarte","Valle Del Cauca","Santiago De Cali","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Fundacion Para El Desarrollo De Las Artes Del Litoral Pacifico (Pacificart)","Valle Del Cauca","Buenaventura","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Corporacion Musical Cultural Y Social Crescendo Ong","Valle Del Cauca","Calima","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipal De Musica De Trujillo Jose Santiago Duque (Jsd)","Valle Del Cauca","Trujillo","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Y Banda Municipal De Nunchia","Casanare","Nunchia","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Apartado (Ema)","Antioquia","Apartado","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Banda Juvenil De Armenia (Armenia D)","Antioquia","Armenia","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Academia Musical La 440","Antioquia","Caucasia","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Caucasia","Antioquia","Caucasia","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Buenaventura Henao Osorio","Antioquia","Pueblorrico","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Sabaneta Mauricio Alberto Velasquez Correa (Ems)","Antioquia","Sabaneta","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Maestro ""Alberto Avendano Tamayo"" San Pedro De Los Milagros","Antioquia","San Pedro De Los Milagros","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Tarso (Emt)","Antioquia","Tarso","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Urrao","Antioquia","Urrao","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Vida - Bach","Atlantico","Malambo","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Pito Y Tambo Del Cabildo Mokana De Malambo","Atlantico","Malambo","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Musical Casa De La Cultura Santo Tomas","Atlantico","Santo Tomas","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Chinavita","Boyaca","Chinavita","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Musical De Guayata","Boyaca","Guayata","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Francisco Cristancho Camargo","Boyaca","Iza","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Oicata (Emo)","Boyaca","Oicata","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Artes Cacique Saboya","Boyaca","Saboya","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Artistica, Cultural Y Musical De Tibasosa","Boyaca","Tibasosa","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Chinchinna","Caldas","Chinchina","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Del Municipio De La Dorada","Caldas","La Dorada","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Banda Escuela Musical De Pueblo Bello","Cesar","Pueblo Bello","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Artistica Musical Y Cultural Del Municipio De La Paz (Emmm)","Cesar","La Paz","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Del Municipio De Caqueza","Cundinamarca","Caqueza","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Miguel Raga Fernandez","Cundinamarca","Guaduas","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Gutierrez (Emg)","Cundinamarca","Gutierrez","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Artistica Tunjaque La Calera (Efat)","Cundinamarca","La Calera","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Superior De Formacion Artistica Y Cultural De La Vega Cundinamarca","Cundinamarca","La Vega","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Gerardo Uribe","Cundinamarca","Villa De San Diego De Ubate","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Une","Cundinamarca","Une","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Artistica Y Musical Son Familia","Choco","Istmina","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical San Jose De Oporapa Huila","Huila","Oporapa","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Tradicional De Paicol","Huila","Paicol","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Banda Juvenil Pollo Isma","La Guajira","Villanueva","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Hugo Fernando Alvear Realpe","Narino","La Cruz","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De La Celia (Esmuce)","Risaralda","La Celia","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipal De Formacion Artistica Y Cultural Josefina Luque De Beltran","Santander","El Carmen De Chucuri","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Artistica Y Cultural Expresiones Suaquenas Del Municipio De Santa Barbara","Santander","Santa Barbara","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Fundacion Juvenil Voces Hacia Lo Alto (Funvocal)","Sucre","Corozal","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Ricardo Arrieta (Rica)","Sucre","Corozal","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Feliciano Cotua (Esmufec)","Sucre","Santiago De Tolu","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Armero Guayabal","Tolima","Armero","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Artistica Del Municipio De Natagaima (Efan) (Banda Sinfonica)","Tolima","Natagaima","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipal De Musica ""Adolfo El Pote Lara""","Tolima","Purificacion","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Municipal De La Union Valle","Valle Del Cauca","La Union","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Coro De Flautas I. E. Ntra. Sra. De Chiquinquira (I.E.N.S.Ch)","Valle Del Cauca","Roldanillo","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Santa Cecilia","Valle Del Cauca","San Pedro","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipal De Musica, Sevilla Valle (Emmsv)","Valle Del Cauca","Sevilla","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Casa De La Cultura Real Sevilla","Casanare","Aguazul","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Casa De La Cultura La Casaica Tsamani (Cccts)","Vichada","Cumaribo","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Corporacion Cultural Y Artistica Canto Arena (Cantoarena)","Antioquia","Medellin","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Studio Ensamble","Antioquia","Medellin","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Popular (Emp)","Antioquia","Medellin","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Plug Head (Ph)","Antioquia","Medellin","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Colegio De Musica De Medellin","Antioquia","Medellin","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Angelopolis","Antioquia","Angelopolis","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Betulia Antioquia","Antioquia","Betulia","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Cocorna","Antioquia","Cocorna","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Luis Carlos Ruiz Otalvaro (Emlcro)","Antioquia","Hispania","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Luis Antonio Barbaran Londono (Labl)","Antioquia","Peque","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De San Roque","Antioquia","San Roque","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Yarumal (Emy)","Antioquia","Yarumal","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Banda Sinfonica Municipio De Sabangrande","Atlantico","Sabanagrande","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Corporacion Cultural Orquesta Sinfonica 22 De Mayo De Sabanagrande (Corculsa)","Atlantico","Sabanagrande","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Julio Meza Solipaz","Bolivar","Turbana","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Henrique Cardenas Castro","Boyaca","Cerinza","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Cucaita","Boyaca","Cucaita","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De El Cocuy (Emec)","Boyaca","El Cocuy","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Banda Sinfonica Municipio De Raquira","Boyaca","Raquira","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Y Bellas Artes Rescatando Las Tradiciones De Mi Pueblo (Rtp)","Boyaca","Soraca","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Municipal Monsenor Salcedo Guarin","Boyaca","Sutatenza","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Del Municipio De Topaga Jorge Tojansi","Boyaca","Topaga","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Iniciacion Musical Suenos Musicales (Eimsm)","Boyaca","Zetaquira","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipal De Musica Tradicional De Pacora (Emp)","Caldas","Pacora","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Supia","Caldas","Supia","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Banda Escuela Municipal De Corinto","Cauca","Corinto","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Fundacion Cultural Y Social Un Canto Por La Vida","Cauca","Miranda","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Compositores Rafael Orozco (Escoro)","Cesar","Becerril","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Y Artes Filemon Quiroz","Cesar","Becerril","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical De Facatativa","Cundinamarca","Facatativa","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Municipio De Villapinzon","Cundinamarca","Villapinzon","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
