nombre,departamento,municipio,tipo,anio,fecha,calidad,fuente,dataset_id,fecha_extraccion
"Escuela De Formacion Musical De Chipata","Santander","Chipata","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Mauricio Wanger (Coloso)","Sucre","Coloso","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Vegachi","Antioquia","Vegachi","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Heriberto Pretel","Cesar","Chimichagua","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical De Puerto Lopez","Meta","Puerto Lopez","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Quimbaya","Quindio","Quimbaya","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Jorge Saul Meneses Franco","Santander","Aguada","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Hato Corozal","Casanare","Hato Corozal","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Maestro Roberto Pineda Duque","Antioquia","El Santuario","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Ciudad Malambo","Atlantico","Malambo","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Remembranza (Emr)","Boyaca","Guican De La Sierra","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Fundacion","Magdalena","Fundacion","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Banda Escuela Municipal De Musica De Orito","Putumayo","Orito","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Y De La Cultura Del Municipio De Miraflores","Boyaca","Miraflores","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De San Calixto","Norte De Santander","San Calixto","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Tradicional Y Autoctona Y Banda Marcial De Curiti","Santander","Curiti","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical German Lambrano (Ovejas)","Sucre","Ovejas","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical De Roncesvalles","Tolima","Roncesvalles","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical De San Antonio (Efmsa)","Tolima","San Antonio","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Sinfonica Samaca (Bss)","Boyaca","Samaca","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Risaralda","Caldas","Risaralda","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Municipal De Palmas Del Socorro","Santander","Palmas Del Socorro","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Artistica Y Cultural Dionisio Brinez","Tolima","Coyaima","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Girardota, Antioquia.","Antioquia","Girardota","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Municipal Mutata (Mutata)","Antioquia","Mutata","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De San Pedro De Uraba","Antioquia","San Pedro De Uraba","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Gonzalo Suarez Rendon","Boyaca","Nuevo Colon","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Despertar","Cauca","Timbiqui","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Programa De Formacion Artistica Y Cultural Del Municipio De Villa Del Rosario","Norte De Santander","Villa Del Rosario","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Sonidos De Paz De Puerto Caicedo","Putumayo","Puerto Caicedo","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Tradicional Reloj Lunar","Norte De Santander","Gramalote","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Briceno","Antioquia","Briceno","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Chigorodo (Chigorodo)","Antioquia","Chigorodo","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Casa De La Cultura Nechi","Antioquia","Nechi","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Chitaraque (Emch)","Boyaca","Chitaraque","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipal De Artes - Casa De La Cultura Puerto Boyaca","Boyaca","Puerto Boyaca","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Banda Estudiantil De La Institucion Educativa La Sagrada Familia - Palestina Caldas","Caldas","Palestina","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical Valparaiso","Caqueta","Valparaiso","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Puerto Del Macizo","Cauca","La Sierra","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipal De Musica De Villa Rica","Cauca","Villa Rica","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Kora, Ritmo Y Tambora (Kora)","Cundinamarca","Cajica","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion De Artistica Y Cultural Integrarte","Cundinamarca","Tenjo","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Mario Rivas Bajo Baudo","Choco","Bajo Baudo","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Y Artes Del Municipio De Lloro","Choco","Lloro","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Municipio De Teruel","Huila","Teruel","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Del El Castillo","Meta","El Castillo","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Fuente De Oro","Meta","Fuentedeoro","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Ancestral Y Latinoamericana Guaguas Quilla","Narino","Pasto","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Red De Escuelas De Formacion Musical (Refm)","Narino","Pasto","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Banda Escuela Infantil Y Juvenil Guadalupana De Musica","Narino","Pasto","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Sagrado Corazon De Jesus","Narino","Leiva","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical Nuestra Senora Del Rosario (Efnsr)","Narino","Linares","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical Banda Salvador Marro (Bsm)","Narino","Los Andes","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical Epc Cucuta (Efmeroncuc)","Norte De Santander","San Jose De Cucuta","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Artisitica De Sardinata","Norte De Santander","Sardinata","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical Carlos Cabeza Quinonez. (Efmccq)","Norte De Santander","Silos","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Banda Marcial Ie Guillermo Cote Bautista (Bmcoguicob)","Norte De Santander","Toledo","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Artistico Musical ""Arteodoro Mora""","Norte De Santander","Toledo","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Belen De Umbria","Risaralda","Belen De Umbria","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Corporacion Musica Y Cultura Del Magdalena Medio (Esmuco1)","Santander","Barrancabermeja","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Jose Reynaldo Leon Chaparro","Santander","Capitanejo","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Formacion Artistica (Chalan)","Sucre","Chalan","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Villarrica (Emv)","Tolima","Villarrica","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica I. E. Manuel Dolores Mondragon (Emiemdm)","Valle Del Cauca","Bolivar","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Pore","Casanare","Pore","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Municipal De Remedios (Emmr)","Antioquia","Remedios","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Colegio Aleman De Barranquilla (Dsb)","Atlantico","Barranquilla","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Morrisschool College Of Music","Bogota, D. C.","Bogota, D.C.","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Academia Musical Colombiana (Acamucol)","Bogota, D. C.","Bogota, D.C.","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Afrocolombiana Sankofa (Emas)","Bogota, D. C.","Bogota, D.C.","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical Allegro Hope","Boyaca","Aquitania","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Los Nortenos","Boyaca","Boavita","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Ramon Ildefonso Ramirez (Emrir)","Boyaca","Ramiriqui","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Banda Sinfonica Institucion Educativa Riosucio - Caldas","Caldas","Riosucio","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Artistica Musical De Curillo","Caqueta","Curillo","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Del Municipio De Solita Caqueta","Caqueta","Solita","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical Piamonte","Cauca","Piamonte","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Del Municipio De Purace (Emmp)","Cauca","Purace","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela-Banda De Musica ""Chicao"" Santander De Quilichao","Cauca","Santander De Quilichao","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Suenos De Paz","Cordoba","La Apartada","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Fundacion Takina Kawsay Arte Para La Vida (Tkalf)","Cundinamarca","Mosquera","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Heraclio Canola (Emhc)","Choco","Bojaya","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Sipi","Choco","Sipi","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Artistica De Colombia","Huila","Colombia","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Casa De La Cultura Jose Agustin Solano Carrillo Barrancas La Guajira","La Guajira","Barrancas","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Del Municipio De El Calvario","Meta","El Calvario","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Artistica Y Cultural (Efac)","Meta","San Martin","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Santa Cecilia","Narino","Cumbitara","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical Municipio De Mallama","Narino","Mallama","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Banda Sinfonica Policarpa","Narino","Policarpa","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica San Lorenzo","Narino","San Lorenzo","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Artistica","Tolima","Chaparral","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Artistica Musical (Efam)","Tolima","Venadillo","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Municipio De Betania (Escubet)","Antioquia","Betania","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Leonel Herrera Uribe","Antioquia","Carepa","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Rigoberto Montoya Ortega","Antioquia","Carolina","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Envigado Banda Show (E.B.S)","Antioquia","Envigado","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Jesus Maria Valle Jaramillo","Antioquia","Ituango","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Santa Barbara (Esmsb)","Antioquia","Santa Barbara","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Integral Cartagena De Indias (Esforinca)","Bolivar","Cartagena De Indias","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Taller De Gaitas Y Tambors Kumajana (Kumajana)","Bolivar","Cartagena De Indias","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Coral Societas Universidad De Cartagena (Csuc)","Bolivar","Cartagena De Indias","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Artistica Efa","Bolivar","San Jacinto","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Y Danza De Moniquira","Boyaca","Moniquira","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Municipio De Pesca","Boyaca","Pesca","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Umbita (Emu)","Boyaca","Umbita","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Municipal (Emmu)","Caldas","Viterbo","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Del Municipio De Pelaya","Cesar","Pelaya","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Municipio De Tamalameque","Cesar","Tamalameque","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipal De Musica","Cundinamarca","Chaguani","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Blacina Vargas Cordoba (Bvc)","Choco","Jurado","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Jose Maria Mosquera","Choco","Rio Iro","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Del Municipio De Algeciras","Huila","Algeciras","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Municipal De Hobo","Huila","Hobo","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Municipal De Iquira (Emmi)","Huila","Iquira","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Villavieja (Emv)","Huila","Villavieja","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Fundacion Abel Antonio Villa","Magdalena","Zapayan","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Arte Danza Y Cultura De Zapayan","Magdalena","Zapayan","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuelas De Formacion Artistica, Cultural Y Musical - Efacun - Del Municipio De Granada - Meta","Meta","Granada","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Samper Bravo","Narino","Belen","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica ""Noe Rosero""","Narino","El Tambo","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Banda Escuela Municipal De Providencia","Narino","Providencia","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Municipal De San Bernardo Narino","Narino","San Bernardo","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Del Municipio De Genova","Quindio","Genova","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Son De Cuba","Risaralda","Pereira","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Grupos Musicales, Coeducar","Risaralda","Pereira","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipal De Musica","Santander","Confines","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Las Palmitas","Sucre","Majagual","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Tono Sajona","Sucre","Majagual","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Banda Juvenil I.E.T. Carlos Blanco Nassar","Tolima","Anzoategui","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipal De Musica De Prado Tolima","Tolima","Prado","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Saldana Tolima (Best)","Tolima","Saldana","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Ulloa Musical","Valle Del Cauca","Ulloa","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Carranguera Y Campesina Yopal (Festicarr)","Casanare","Yopal","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Del Municipio De San Miguel","Putumayo","San Miguel","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De La Casa De La Cultura Departamental “Flor De Inirida”","Guainia","Inirida","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Del Municipio De Montebello","Antioquia","Montebello","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Nueva Generacion De Calamar","Bolivar","Calamar","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical (Clemencia)","Bolivar","Clemencia","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Artistica Y Cultural No Formal De San Estanislao De Kostka","Bolivar","San Estanislao","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Municipal De Combita (Combita )","Boyaca","Combita","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Municipal Firavitoba (Emmf)","Boyaca","Firavitoba","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Banda Escuela De Musica Del Municipio De Labranzagrande","Boyaca","Labranzagrande","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Ramon De Jesus Mojica Mojica","Boyaca","San Mateo","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Artistica Y Musical Caldono Cauca","Cauca","Caldono","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Antichaskykuna - Mensajeros De Los Andes Del Macizo Colombiano","Cauca","San Sebastian","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipal Nuesta Senora Del Rosario Sede El Rosal, Municipio San Sebastian.","Cauca","San Sebastian","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical Pyaj Yu' (Efmp)","Cauca","Silvia","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Del Municipio De Pailitas","Cesar","Pailitas","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Del Municipio De San Martin","Cesar","San Martin","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Ayapel","Cordoba","Ayapel","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Del Municipio De Cerete","Cordoba","Cerete","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Constantino Sanchez Escobar","Cordoba","Monitos","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Banda De Musica De Alban (Bma)","Cundinamarca","Alban","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipal De Musica El Rosal Cundinamarca","Cundinamarca","El Rosal","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Banda Sinfonica De Girardot Cundinamarca (Embsg)","Cundinamarca","Girardot","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Banda Escuela Sinfonica De Susa (Esc)","Cundinamarca","Susa","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Gilberto Renteria Salas","Choco","Carmen Del Darien","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Artistica Y Cultural Arnoldo De Los Santo Palacios Mosquera","Choco","Certegui","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Tado","Choco","Tado","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Del Municipio De Albania","La Guajira","Albania","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
